Fund Name,AUM,5 Year return,Logo URL
Union Small Cap Fund Direct Growth,1657.7938,26.21,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
ICICI Prudential Nifty 200 Momentum 30 Index Fund Direct Growth,553.57917584,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund Direct Growth,387.7901,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Nifty Smallcap 50 Index Fund Direct Growth,139.528,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Edelweiss Balanced Advantage Fund Direct Growth,12725.34118168,15.37,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
SBI Credit Risk Fund Direct Growth,2213.5852,7.67,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
JM Midcap Fund Direct Growth,1415.97902132,NA,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
DSP Midcap Direct Plan Growth,19037.0366,19.92,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Aditya Birla Sun Life Nifty Midcap 150 Index Fund Direct Growth,378.6577,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Sundaram Multi Factor Fund Direct Growth,861.38166072,NA,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
UTI Children's Hybrid Fund Direct Plan,4492.3697,11.65,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Quant Quantamental Fund Direct Growth,1736.3636,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
360 ONE Quant Fund Direct Growth,764.14083523,NA,https://assets-netstorage.groww.in/mf-assets/logos/iifl_groww.png
Bandhan Multi Cap Fund Direct Growth,2690.1985,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Mirae Asset Diversified Equity Allocator Passive FoF Direct Growth,890.136,19.74,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
ICICI Prudential Rural Opportunities Fund Direct Growth,1830.86206366,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
ITI Mid Cap Fund Direct Growth,1201.4703,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Quant Healthcare Fund Direct Growth,384.0141,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
DSP Liquidity Direct Growth,19926.2943,5.73,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
HDFC Banking and PSU Debt Fund Direct Growth,5889.9471,6.5,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Groww Dynamic Bond Fund Direct Growth,77.85097976,5.91,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
Kotak Nifty Alpha 50 Index Fund Direct Growth,7.7166,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
SBI Magnum Children's Benefit Fund Investment Plan Direct Growth,3589.1411,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Angel One Nifty Total Market Index Fund Direct Growth,46.17683869,NA,https://assets-netstorage.groww.in/mf-assets/logos/angel_groww.png
SBI BSE Sensex Index Fund Direct Growth,339.6929,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Bank of India ELSS Tax Saver Direct Growth,1354.958,22.3,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Baroda BNP Paribas Small Cap Fund Direct Growth,1249.0082,NA,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Axis Arbitrage Fund Direct Growth,7545.06144588,6.34,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
LIC MF Nifty Next 50 Index Fund Direct Growth,96.4026,20.68,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Motilal Oswal Nifty MidSmall Healthcare Index Fund Direct Growth,28.7034,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Sundaram Global Brand Theme Equity Active FoF Direct Growth,129.6957007,15.9,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
HSBC Brazil Direct Plan Growth,136.1957,8.44,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Groww Short Duration Fund Direct Growth,137.45646938,6.24,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund Direct Growth,77.3786,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
HDFC Money Market Fund Direct Growth,36065.9574,6.23,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Navi Nifty Bank Index Fund Direct Growth,615.811145,NA,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
SBI Magnum Income Direct Plan Growth,1972.7671,6.6,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund Direct Growth,50.7447,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Global Innovation Overseas Equity Omni FoF Direct Growth,510.7748,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Edelweiss Nifty Smallcap 250 Index Fund Direct Growth,156.8725,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
ICICI Prudential Debt Management Fund (FOF) Direct Plan Growth,110.16547224,6.72,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Kotak Special Opportunities Fund Direct Growth,1886.23,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Navi Nifty 500 Multicap 50:25:25 Index Fund Direct Growth,28.83751741,NA,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Sundaram Financial Services Opportunities Fund Direct Growth,1460.09244263,24.57,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Tata BSE Select Business Groups Index Fund Direct Growth,203.75879224,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Bajaj Finserv Healthcare Fund Direct Growth,331.035999,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
SBI Nifty100 Low Volatility 30 Index Fund Direct Growth,67.178,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Canara Robeco Liquid Direct Plan Growth,7135.6886,5.71,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
SBI Nifty India Consumption Index Fund Direct Growth,328.867,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
Nippon India Nifty Auto Index Fund Direct Growth,30.5711,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
ICICI Prudential Overnight Fund Direct Growth,11871.8015993,5.28,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
WhiteOak Capital Special Opportunities Fund Direct Growth,1132.27590487,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
UTI Healthcare Fund Direct Growth,1118.4119,18.18,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Mirae Asset Banking and Financial Services Fund Direct Growth,1975.2926,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
ICICI Prudential Nifty 500 Index Fund Direct Growth,33.13371359,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Capitalmind Flexi Cap Fund Direct Growth,111.3314,NA,https://assets-netstorage.groww.in/mf-assets/logos/capitalmind_groww.png
SBI Nifty Bank Index Fund Direct Growth,118.189,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
HSBC Equity Savings Fund Direct Growth,671.3274,14.57,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Quantum Diversified Equity All Cap Active FoF Direct Growth,126.6363,18.97,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
LIC MF Manufacturing Fund Direct Growth,827.2638,NA,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
TRUSTMF Small Cap Fund Direct Growth,1056.01152484,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
DSP Aggressive Hybrid Fund Direct Growth,11332.6817,18.29,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Shriram Multi Sector Rotation Fund Direct Growth,184.7672,NA,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
Tata Ultra Short Term Fund Direct Growth,4945.33269233,6.21,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Nippon India Money Market Fund Direct Growth,23880.5831,6.28,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
DSP Large & Mid Cap Fund Direct Plan Growth,15356.0827,23.91,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
SBI Dynamic Bond Direct Plan Growth,3964.9251,6.66,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
SBI Floating Rate Debt Fund Direct Growth,885.2914,NA,https://assets-netstorage.groww.in/mf-assets/logos/sbi_groww.png
JM Large & Mid Cap Fund Direct Growth,313.45445812,NA,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Baroda BNP Paribas Energy Opportunities Fund Direct Growth,718.6231,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Kotak BSE PSU Index Fund Direct Growth,74.7878,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
HSBC Large and Mid Cap Fund Direct Growth,4310.8928,21.79,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Aditya Birla Sun Life Balanced Advantage Fund Direct Growth,8208.05014838,15.25,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Tata Business Cycle Fund Direct Growth,2836.96194245,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Quant Business Cycle Fund Direct Growth,1159.928,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
Kotak MNC Fund Direct Growth,2182.8896,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
ICICI Prudential Nifty200 Value 30 Index Fund Direct Growth,92.19175452,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
HDFC NIFTY100 Low Volatility 30 Index Fund Direct Growth,310.8187,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Franklin India Mid Cap Fund Direct Growth,12251.15753998,24.87,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
HDFC NIFTY 100 Index Fund Direct Growth,351.1689,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Aditya Birla Sun Life Small Cap Fund Direct Growth,4823.7076,23.69,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Nippon India Income Plus Arbitrage Active FoF Direct Growth,745.1047,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Bajaj Finserv Multi Asset Allocation Fund Direct Growth,1183.666703,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Sundaram Multi Asset Allocation Fund Direct Growth,2669.25402237,NA,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
LIC MF Flexi Cap Fund Direct Growth,1008.7456,18.38,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Edelweiss Emerging Markets Opportunities Equity Offshore Fund Direct Growth,136.6955,7.43,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Nippon India ELSS Tax Saver Fund Direct Growth,14934.4622,24.22,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Axis Value Fund Direct Growth,1021.482202,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Union Gold ETF FoF Direct Growth,72.6522,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Aditya Birla Sun Life Conglomerate Fund Direct Growth,1606.1496,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Consumption Fund Direct Growth,1488.2289,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Edelweiss Multi Asset Omni FoF Direct Growth,NA,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Tata Corporate Bond Fund Direct Growth,3985.90152104,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Navi Flexi Cap Fund Direct Growth,251.727201,19.48,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Quant Teck Fund Direct Growth,346.053,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
Aditya Birla Sun Life Multi Asset Allocation Fund Direct Growth,4447.24251957,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
ICICI Prudential Credit Risk Fund Direct Plan Growth,5992.8959093,8.14,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Aditya Birla Sun Life Multi Cap Fund Direct Growth,6409.56212829,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Bank of India Overnight Fund Direct Growth,69.1706,5.38,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Union Liquid Fund Direct Growth,5783.646,5.75,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Baroda BNP Paribas Midcap Fund Direct Growth,2157.0461,25.68,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Bandhan Focused Fund Direct Growth,1919.3905,18.68,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Invesco India Largecap Fund Direct Growth,1554.7254,20.45,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
HDFC Overnight Fund Direct Growth,11351.9073,5.25,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Kotak Nifty 200 Momentum 30 Index Fund Direct Growth,484.9647,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
WhiteOak Capital Large & Mid Cap Fund Direct Growth,1781.2252113,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
DSP Equity Savings Fund Direct Growth,3590.5534,11.93,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
LIC MF Large & Mid Cap Fund Direct Growth,3013.3153,21.41,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Sundaram Liquid Direct Growth,7150.26482838,5.76,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Motilal Oswal Asset Allocation Passive FoF Conservative Direct Growth,59.9998,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
HDFC Low Duration Fund Direct Growth,24720.5096,6.61,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Motilal Oswal Nifty Bank Index Fund Direct Growth,607.4603,20.92,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Tata Dividend Yield Fund Direct Growth,941.81878698,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Bandhan Government Securities Investment Plan Direct Growth,2916.3127,5.91,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Mirae Asset Nifty Total Market Index Fund Direct Growth,43.4083,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Axis Nifty Bank Index Fund Direct Growth,138.333801,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Groww Gilt Fund Direct Growth,45.85871306,NA,https://assets-netstorage.groww.in/mf-assets/logos/indiabulls_groww.png
Navi Nifty India Manufacturing Index Fund Direct Growth,63.11853114,NA,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Mahindra Manulife Multi Asset Allocation Fund Direct Growth,642.1701,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Franklin Asian Equity Fund Direct Growth,259.98940297,5.83,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Sundaram Nifty 100 Equal Weight Fund Direct Growth,108.32763506,21.75,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Axis Children's Fund Direct Compulsory Lock In Growth,889.886601,14.23,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Aditya Birla Sun Life Global Emerging Opportunities Fund Direct Growth,250.8524,12.72,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Axis Focused Direct Plan Growth,12286.290301,14.29,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
HDFC Housing Opportunities Fund Direct Growth,1285.299,25.08,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
ICICI Prudential Long Term Bond Fund Direct Plan Growth,1125.61378047,5.68,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Axis Nifty 50 Index Fund Direct Growth,735.011398,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Bajaj Finserv Large Cap Fund Direct Growth,1592.208502,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
Nippon India Nifty 500 Low Volatility 50 Index Fund Direct Growth,11.176,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
HDFC Equity Savings Direct Plan Growth,5691.3003,13.53,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Kotak CRISIL IBX Financial Services 9 To 12 Months Debt Index Fund Direct Growth,NA,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Aditya Birla Sun Life CRISIL IBX AAA NBFC HFC Index Sep 2026 Fund Direct Growth,231.519,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Nippon India Nifty AAA PSU Bond Plus SDL Sep 2026 Maturity 50:50 Index Fund Direct Growth,393.5413,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
LIC MF Multi Cap Fund Direct Growth,1650.2406,NA,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Quantum Value Fund Direct Growth,1180.2049,21.24,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
HDFC CRISIL IBX Financial Services 3 6 Months Debt Index Fund Direct Growth,461.5205,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Invesco India Financial Services Fund Direct Growth,1392.2581,23.82,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
